timestamp,temperature,pressure,vibration,power,anomaly
2026-06-01 00:00:00,65.49671415301123,46.66099225438184,2.030376317378195,11.522392264751863,0
2026-06-01 00:05:00,65.03625477910529,46.635365156456636,2.123625134236587,12.152586591564472,0
2026-06-01 00:10:00,65.99664363702338,45.55587485807948,2.0506547347387145,12.383834744382185,0
2026-06-01 00:15:00,67.04625489024917,46.718817569386474,2.22760451173653,12.04935198420767,0
2026-06-01 00:20:00,65.46309256725793,47.555878771481815,2.499294632865478,11.382276083938574,0
2026-06-01 00:25:00,65.63679804186653,45.933206318978435,2.007239460714699,11.403960867712092,0
2026-06-01 00:30:00,67.6234223532678,47.77063777341861,2.4502051244421037,12.796560528255016,0
2026-06-01 00:35:00,66.98442181867225,47.29765375836392,2.004581981913278,11.615929303253406,0
2026-06-01 00:40:00,65.91971103540048,46.29199858399499,1.9880931968757791,12.382561986971853,0
2026-06-01 00:45:00,67.10328261971499,46.734535355152296,2.4046486545858037,12.059187942666194,0
2026-06-01 00:50:00,66.26809921869237,48.09127302018612,2.4304840945019044,11.497979569489887,0
2026-06-01 00:55:00,66.43575738503912,47.360859917161136,2.4128524841906636,11.73362123026939,0
2026-06-01 01:00:00,67.3125146323862,46.73907773148739,1.871050647945465,12.849916506881893,0
2026-06-01 01:05:00,65.32535186759014,46.49663623805698,2.0835122554819874,13.744823804704936,0
2026-06-01 01:10:00,65.68072856352116,46.69959134493931,2.4057471480008306,11.841343833557001,0
2026-06-01 01:15:00,67.00922819318431,46.17729583422863,2.210385460140974,11.806810879781402,0
2026-06-01 01:20:00,66.72333002627093,44.848289281662744,1.931576788450634,11.180852042898804,0
2026-06-01 01:25:00,68.21375163886489,48.10829700204803,2.3145794847813606,11.175042303986123,0
2026-06-01 01:30:00,67.1534433833995,46.538473561732616,2.0212981852521326,11.57137404977453,0
2026-06-01 01:35:00,66.80966981753461,46.66969822732935,2.6486312120980533,11.777498258731132,0
2026-06-01 01:40:00,69.84659486284716,46.23924901947155,2.5862103656045647,11.98727909226056,0
2026-06-01 01:45:00,68.31253322126548,45.62942941743777,2.351024356588892,12.34506688836122,0
2026-06-01 01:50:00,68.76151711056819,45.99841328794308,2.5402516761924434,12.110438113043264,0
2026-06-01 01:55:00,67.42316196514163,44.7950834069382,2.2161978375308453,12.353354235101154,0
2026-06-01 02:00:00,68.45561727547482,47.82166919844264,2.391359373593754,11.693025570299879,0
2026-06-01 02:05:00,69.26110865499405,44.93588762773215,2.5694300738255187,11.96460378740764,0
2026-06-01 02:10:00,68.1474032893523,45.01966349640365,2.2613746704485784,11.817950044920149,0
2026-06-01 02:15:00,69.82025988250248,45.41315950122106,2.1362032071214294,11.366639648934212,0
2026-06-01 02:20:00,68.98797280088957,46.71450086653324,1.7738445104557212,11.01299402247701,0
2026-06-01 02:25:00,69.43878343711538,45.613018798418665,2.179216618569627,11.665428624666333,0
2026-06-01 02:30:00,69.26838481984038,44.52872945338067,2.405855796140578,10.7595127163492,0
2026-06-01 02:35:00,71.8596659619814,46.43634991648208,2.4364083568919077,11.433561566076294,0
2026-06-01 02:40:00,70.12880365275439,45.93209685676224,2.3260912664296027,12.272584730611122,0
2026-06-01 02:45:00,69.21705559184466,45.69180035021327,2.0646752262594403,12.090081073283242,0
2026-06-01 02:50:00,71.22726657302846,45.74689887843199,1.7057946077631025,12.010702022700404,0
2026-06-01 02:55:00,69.31126079628714,47.00272829519663,2.0761962254988164,12.590263145615861,0
2026-06-01 03:00:00,70.86571784449714,46.74807591602889,2.1239137822365124,11.635762992057623,0
2026-06-01 03:05:00,68.81924157259827,44.36338895086669,2.1217677582024965,12.340976940654912,0
2026-06-01 03:10:00,69.57003264558256,46.124796508753604,2.3546390892444813,11.596443329218962,0
2026-06-01 03:15:00,71.21157969570093,45.04548216736701,2.69641910275371,12.13872662882796,0
2026-06-01 03:20:00,71.86682212494723,45.05198029757634,2.2308823004602734,12.076774277130086,0
2026-06-01 03:25:00,71.41044414593303,43.21330410680913,2.1458170527108846,12.10375981885806,0
2026-06-01 03:30:00,71.23117843994164,44.3460532974844,2.135194546748977,11.806647729362279,0
2026-06-01 03:35:00,71.15045313855057,43.7483295287222,2.2310961917269285,12.159660943036469,0
2026-06-01 03:40:00,70.0746943639445,44.97840676526331,1.9929265599129005,12.198752972545488,0
2026-06-01 03:45:00,70.93191269002565,45.09149753559206,2.230049639686514,11.28467374313938,0
2026-06-01 03:50:00,71.2864927955433,42.495174395705554,2.3127030840829503,12.42424803445003,0
2026-06-01 03:55:00,72.8964171916025,44.05887488232651,2.252421515893622,11.382041812381699,0
2026-06-01 04:00:00,72.27182151984398,44.8974892038354,2.3143854835011957,11.561324498095365,0
2026-06-01 04:05:00,70.25077389029732,43.77605761345559,2.308436902337134,12.120984584027703,0
